session_id,dialogue_response
427_turn_039,okay_confirm (okay)
427_turn_040,mm (mm)
427_turn_041,okay_confirm (okay)
427_turn_042,that_sucks (that sucks)
427_turn_043,regret (is there anything you regret)
427_turn_044,how_know (how do you know them)
427_turn_045,awB (aw)
427_turn_046,understand (i understand)
427_turn_047,mhm (mhm)
427_turn_048,okay_confirm (okay)
427_turn_049,asked_everything (okay i think i have asked everything i need to)
428_turn_000,okay_confirm (okay)
428_turn_001,great_thanks (i'm great thanks)
428_turn_002,really (really)
428_turn_003,mhm (mhm)
428_turn_004,thats_good (that's good)
428_turn_005,cool3 (cool)
428_turn_006,hard_decision (how did you decide to do that)
428_turn_007,dream_job (what's your dream job)
428_turn_008,okay_confirm (okay)
428_turn_009,why2 (why)
428_turn_010,see_mean (i see what you mean)
428_turn_011,why2 (why)
428_turn_012,tell_about_that (can you tell me about that)
428_turn_013,yeah3 (yeah)
428_turn_014,mhm (mhm)
428_turn_015,describe_felt (how did you feel in that moment)
428_turn_016,landed_trouble (has that gotten you in trouble)
428_turn_017,okay_confirm (okay)
428_turn_018,yeah3 (yeah)
428_turn_019,situation_handled (tell me about a situation that you wish you had handled differently)
428_turn_020,okay_confirm (okay)
428_turn_021,like_what (like what)
428_turn_022,give_example (can you give me an example of that)
428_turn_023,oh_no (oh no)
428_turn_024,change_directions (what made you decide to do that)
428_turn_025,makes_sense (that makes sense)
428_turn_026,thats_good (that's good)
428_turn_027,influence_positive (who's someone that's been a positive influence in your life)
428_turn_028,tell_about_that (can you tell me about that)
428_turn_029,yeah3 (yeah)
428_turn_030,good_hear (that's so good to hear)
428_turn_031,sleep_affects (what are you like when you don't sleep well)
428_turn_032,okay_confirm (okay)
428_turn_033,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
428_turn_034,tell_about_that (can you tell me about that)
428_turn_035,thats_great (that's great)
428_turn_036,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
428_turn_037,depression_diagnosed (have you been diagnosed with depression)
428_turn_038,feel_down (do you feel down)
428_turn_039,happy_lasttime (tell me about the last time you felt really happy)
428_turn_040,awesome (awesome)
428_turn_041,mhm (mhm)
428_turn_042,self_change (what are some things you wish you could change about yourself)
428_turn_043,okay_confirm (okay)
428_turn_044,feelbadly (tell me about a time when someone made you feel really badly about yourself)
428_turn_045,Ellie17Dec2012_07 (what would you say are some of your best qualities)
428_turn_046,okay_confirm (okay)
428_turn_047,nice (nice)
428_turn_048,Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)
428_turn_049,thats_great (that's great)
428_turn_050,yeah_downer (yeah)
428_turn_051,like_what (like what)
428_turn_052,wild_laughter3 ((laughter))
428_turn_053,bye (goodbye)
428_turn_054,yeah3 (yeah)
429_turn_000,when_LA (when did you move to l_a)
429_turn_001,long_time (that's a long time)
429_turn_002,mhm (mhm)
429_turn_003,why_LA (why did you move to l_a)
429_turn_004,nice (nice)
429_turn_005,tell_about_that (can you tell me about that)
429_turn_006,see_mean (i see what you mean)
429_turn_007,dont_like_LA (what are some things you don't really like about l_a)
429_turn_008,understand (i understand)
429_turn_009,why2 (why)
429_turn_010,okay_confirm (okay)
429_turn_011,hard_decision (how did you decide to do that)
429_turn_012,why2 (why)
429_turn_013,happy_didthat (are you happy you did that)
429_turn_014,thats_good (that's good)
429_turn_015,difficult (how hard is that)
429_turn_016,wow (wow)
429_turn_017,shyoutgoing (do you consider yourself more shy or outgoing)
429_turn_018,makes_sense (that makes sense)
429_turn_019,nice (nice)
429_turn_020,cool3 (cool)
429_turn_021,what_do_when_annoyed (what do you do when you are annoyed)
429_turn_022,control_temper (how are you at controlling your temper)
429_turn_023,thats_good (that's good)
429_turn_024,mm (mm)
429_turn_025,wild_laughter3 ((laughter))
429_turn_026,oh_no (oh no)
429_turn_027,landed_trouble (has that gotten you in trouble)
429_turn_028,that_sucks (that sucks)
429_turn_029,like_what (like what)
429_turn_030,isee_downer (i see)
429_turn_031,yeah2 (yeah)
429_turn_032,okay_confirm (okay)
429_turn_033,tell_about_that (can you tell me about that)
429_turn_034,good_hear (that's so good to hear)
429_turn_035,yeah_downer (yeah)
429_turn_036,isee_downer (i see)
429_turn_037,okay_confirm (okay)
429_turn_038,hmm_downer (hmm)
429_turn_039,sorry_hear (i'm sorry to hear that)
429_turn_040,influence_positive (who's someone that's been a positive influence in your life)
429_turn_041,thats_great (that's great)
429_turn_042,nice (nice)
429_turn_043,sleep_affects (what are you like when you don't sleep well)
429_turn_044,yeah3 (yeah)
429_turn_045,wild_laughter5 ((laughter))
429_turn_046,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
429_turn_047,mhm (mhm)
429_turn_048,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
429_turn_049,okay_confirm (okay)
429_turn_050,happy_lasttime (tell me about the last time you felt really happy)
429_turn_051,great_situation (that sounds like a great situation)
429_turn_052,yeah3 (yeah)
429_turn_053,ideal_weekendC (tell me how you spend your ideal weekend)
429_turn_054,okay_confirm (okay)
429_turn_055,mhm (mhm)
429_turn_056,Ellie17Dec2012_07 (what would you say are some of your best qualities)
429_turn_057,Ellie17Dec2012_08 (what are you most proud of in your life)
429_turn_058,thats_great (that's great)
429_turn_059,mind (whatever comes to your mind)
429_turn_060,okay_confirm (okay)
429_turn_061,asked_everything (okay i think i have asked everything i need to)
429_turn_062,appreciate_open (thanks for sharing your thoughts with me)
430_turn_000,thats_good (that's good)
430_turn_001,really (really)
430_turn_002,mhm (mhm)
430_turn_003,see_mean (i see what you mean)
430_turn_004,travel_changed (what do you enjoy about traveling)
430_turn_005,mhm (mhm)
430_turn_006,wild_laughter3 ((laughter))
430_turn_007,okay_confirm (okay)
430_turn_008,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
430_turn_009,okay_confirm (okay)
430_turn_010,last_argument (when was the last time you argued with someone and what was it about)
430_turn_011,how_know (how do you know them)
430_turn_012,thats_good (that's good)
430_turn_013,good_hear (that's so good to hear)
430_turn_014,hard_decisionB (tell me about the hardest decision you've ever had to make)
430_turn_015,change_directions (what made you decide to do that)
430_turn_016,yeah_downer (yeah)
430_turn_017,feelguilty (what's something you feel guilty about)
430_turn_018,okay_confirm (okay)
430_turn_019,influence_positive (who's someone that's been a positive influence in your life)
430_turn_020,tell_about_that (can you tell me about that)
430_turn_021,thats_great (that's great)
430_turn_022,mm (mm)
430_turn_023,yeah3 (yeah)
430_turn_024,okay_confirm (okay)
430_turn_025,depression_diagnosed (have you been diagnosed with depression)
430_turn_026,when_diagnosed (how long ago were you diagnosed)
430_turn_027,why_seek_help (what got you to seek help)
430_turn_028,symptoms_what (what were your symptoms)
430_turn_029,hmm_downer (hmm)
430_turn_030,therapy_useful (do you feel like therapy is useful)
430_turn_031,therapist_useful (is going to a therapist helping you)
430_turn_032,therapy_changes (what sort of changes have you noticed since you've been going to therapy)
430_turn_033,difficult (how hard is that)
430_turn_034,happy_lasttime (tell me about the last time you felt really happy)
430_turn_035,tell_about_that (can you tell me about that)
430_turn_036,understand (i understand)
430_turn_037,wild_laughter3 ((laughter))
430_turn_038,self_change (what are some things you wish you could change about yourself)
430_turn_039,regret (is there anything you regret)
430_turn_040,okay_confirm (okay)
430_turn_041,okay_confirm (okay)
430_turn_042,aw (aw)
430_turn_043,wow (wow)
430_turn_044,great_situation (that sounds like a great situation)
430_turn_045,yeah3 (yeah)
430_turn_046,appreciate_open (thanks for sharing your thoughts with me)
430_turn_047,wild_laughter5 ((laughter))
433_turn_000,really (really)
433_turn_001,mhm (mhm)
433_turn_002,see_mean (i see what you mean)
433_turn_003,why2 (why)
433_turn_004,understand (i understand)
433_turn_005,cool3 (cool)
433_turn_006,happy_didthat (are you happy you did that)
433_turn_007,good_hear (that's so good to hear)
433_turn_008,okay_confirm (okay)
433_turn_009,why2 (why)
433_turn_010,uh_huh (uh huh)
433_turn_011,like_what (like what)
433_turn_012,nice (nice)
433_turn_013,thats_good (that's good)
433_turn_014,describe_felt (how did you feel in that moment)
433_turn_015,see_mean (i see what you mean)
433_turn_016,feelguilty (what's something you feel guilty about)
433_turn_017,give_example (can you give me an example of that)
433_turn_018,okay_confirm (okay)
433_turn_019,tell_about_that (can you tell me about that)
433_turn_020,change_directions (what made you decide to do that)
433_turn_021,aw (aw)
433_turn_022,tell_about_that (can you tell me about that)
433_turn_023,Ellie17Dec2012_06 (wow)
433_turn_024,yeah_downer (yeah)
433_turn_025,sleep_affects (what are you like when you don't sleep well)
433_turn_026,mhm (mhm)
433_turn_027,thats_good (that's good)
433_turn_028,okay_confirm (okay)
433_turn_029,depression_diagnosed (have you been diagnosed with depression)
433_turn_030,happy_lasttime (tell me about the last time you felt really happy)
433_turn_031,family_relationship (tell me about your relationship with your family)
433_turn_032,thats_great (that's great)
433_turn_033,tell_about_that (can you tell me about that)
433_turn_034,mhm (mhm)
433_turn_035,mm (mm)
433_turn_036,right2 (right)
433_turn_037,like_what (like what)
433_turn_038,that_sucks (that sucks)
433_turn_039,okay_confirm (okay)
433_turn_040,mhm (mhm)
433_turn_041,give_example (can you give me an example of that)
433_turn_042,yeah_downer (yeah)
433_turn_043,tell_about_that (can you tell me about that)
433_turn_044,isee_downer (i see)
433_turn_045,Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)
433_turn_046,thats_great (that's great)
433_turn_047,asked_everything (okay i think i have asked everything i need to)
434_turn_000,thats_good (that's good)
434_turn_001,really (really)
434_turn_002,why2 (why)
434_turn_003,mhm (mhm)
434_turn_004,im_sorry (i'm sorry)
434_turn_005,adapted_LA (how easy was it for you to get used to living in l_a)
434_turn_006,okay_confirm (okay)
434_turn_007,wild_laughter3 ((laughter))
434_turn_008,yeah3 (yeah)
434_turn_009,understand (i understand)
434_turn_010,yeah3 (yeah)
434_turn_011,cool3 (cool)
434_turn_012,still_working_on_X (are you still working in that)
434_turn_013,difficult (how hard is that)
434_turn_014,mm (mm)
434_turn_015,cool3 (cool)
434_turn_016,uh_huh (uh huh)
434_turn_017,wild_laughter3 ((laughter))
434_turn_018,nice (nice)
434_turn_019,yeah3 (yeah)
434_turn_020,hmm_downer (hmm)
434_turn_021,mm (mm)
434_turn_022,good_hear (that's so good to hear)
434_turn_023,yeah_downer (yeah)
434_turn_024,okay_confirm (okay)
434_turn_025,describe_felt (how did you feel in that moment)
434_turn_026,like_what (like what)
434_turn_027,yeah_downer (yeah)
434_turn_028,sleep_affects (what are you like when you don't sleep well)
434_turn_029,see_mean (i see what you mean)
434_turn_030,thats_good (that's good)
434_turn_031,okay_confirm (okay)
434_turn_032,depression_diagnosed (have you been diagnosed with depression)
434_turn_033,happy_lasttime (tell me about the last time you felt really happy)
434_turn_034,awesome (awesome)
434_turn_035,BF_describe (how would your best friend describe you)
434_turn_036,why2 (why)
434_turn_037,wow (wow)
434_turn_038,self_change (what are some things you wish you could change about yourself)
434_turn_039,okay_confirm (okay)
434_turn_040,yeah3 (yeah)
434_turn_041,thats_great (that's great)
434_turn_042,bye (goodbye)
437_turn_000,thats_good (that's good)
437_turn_001,really (really)
437_turn_002,mhm (mhm)
437_turn_003,dont_like_LA (what are some things you don't really like about l_a)
437_turn_004,see_mean (i see what you mean)
437_turn_005,travel_trips (i'd love to hear about one of your trips)
437_turn_006,nice (nice)
437_turn_007,wow (wow)
437_turn_008,tell_about_that (can you tell me about that)
437_turn_009,good_hear (that's so good to hear)
437_turn_010,like_what (like what)
437_turn_011,mhm (mhm)
437_turn_012,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
437_turn_013,okay_confirm (okay)
437_turn_014,thats_good (that's good)
437_turn_015,describe_felt (how did you feel in that moment)
437_turn_016,mhm (mhm)
437_turn_017,okay_confirm (okay)
437_turn_018,hard_decisionB (tell me about the hardest decision you've ever had to make)
437_turn_019,change_directions (what made you decide to do that)
437_turn_020,happy_didthat (are you happy you did that)
437_turn_021,thats_great (that's great)
437_turn_022,why2 (why)
437_turn_023,okay_confirm (okay)
437_turn_024,change_directions (what made you decide to do that)
437_turn_025,still_working_on_X (are you still working in that)
437_turn_026,okay_confirm (okay)
437_turn_027,mhm (mhm)
437_turn_028,okay_confirm (okay)
437_turn_029,sleep_affects (what are you like when you don't sleep well)
437_turn_030,feel_lately (how have you been feeling lately)
437_turn_031,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
437_turn_032,depression_diagnosed (have you been diagnosed with depression)
437_turn_033,happy_lasttime (tell me about the last time you felt really happy)
437_turn_034,tell_about_that (can you tell me about that)
437_turn_035,wild_laughter3 ((laughter))
437_turn_036,BF_describe (how would your best friend describe you)
437_turn_037,self_change (what are some things you wish you could change about yourself)
437_turn_038,mhm (mhm)
437_turn_039,oh_no (oh no)
437_turn_040,okay_confirm (okay)
437_turn_041,advice_back (what advice would you give to yourself ten or twenty years ago)
437_turn_042,Ellie17Dec2012_07 (what would you say are some of your best qualities)
437_turn_043,uh_huh (uh huh)
437_turn_044,nice (nice)
437_turn_045,mhm (mhm)
437_turn_046,good_hear (that's so good to hear)
437_turn_047,asked_everything (okay i think i have asked everything i need to)
437_turn_048,bye (goodbye)
441_turn_000,thats_good (that's good)
441_turn_001,really (really)
441_turn_002,mhm (mhm)
441_turn_003,see_mean (i see what you mean)
441_turn_004,travel_trips (i'd love to hear about one of your trips)
441_turn_005,nice (nice)
441_turn_006,describe_felt (how did you feel in that moment)
441_turn_007,easy_parent (do you find it easy to be a parent)
441_turn_008,parent_hardest (what's the hardest thing about being a parent)
441_turn_009,parent_best (what's the best thing about being a parent)
441_turn_010,parent_differences (what are some ways that you're different as a parent than your parents)
441_turn_011,difficult (how hard is that)
441_turn_012,yeah_downer (yeah)
441_turn_013,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
441_turn_014,cool3 (cool)
441_turn_015,tell_about_that (can you tell me about that)
441_turn_016,landed_trouble (has that gotten you in trouble)
441_turn_017,okay_confirm (okay)
441_turn_018,give_example (can you give me an example of that)
441_turn_019,situation_handled (tell me about a situation that you wish you had handled differently)
441_turn_020,sorry_hear (i'm sorry to hear that)
441_turn_021,tell_about_that (can you tell me about that)
441_turn_022,symptoms_cope (how do you cope with them)
441_turn_023,difficult (how hard is that)
441_turn_024,yeah3 (yeah)
441_turn_025,tell_about_that (can you tell me about that)
441_turn_026,isee_downer (i see)
441_turn_027,very_young (you were very young weren't you)
441_turn_028,combat (did you ever see combat)
441_turn_029,isee_downer (i see)
441_turn_030,after (what did you do after the military)
441_turn_031,hard_decision (how did you decide to do that)
441_turn_032,happy_didthat (are you happy you did that)
441_turn_033,yeah_downer (yeah)
441_turn_034,still_working_on_X (are you still working in that)
441_turn_035,okay_confirm (okay)
441_turn_036,when_diagnosed (how long ago were you diagnosed)
441_turn_037,why_seek_help (what got you to seek help)
441_turn_038,trigger (are they triggered by something)
441_turn_039,easy_sleep (how easy is it for you to get a good night's sleep)
441_turn_040,sleep_affects (what are you like when you don't sleep well)
441_turn_041,feel_lately (how have you been feeling lately)
441_turn_042,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
441_turn_043,therapy_going (do you still go to therapy now)
441_turn_044,therapy_useful (do you feel like therapy is useful)
441_turn_045,therapy_changes (what sort of changes have you noticed since you've been going to therapy)
441_turn_046,happy_lasttime (tell me about the last time you felt really happy)
441_turn_047,tell_about_that (can you tell me about that)
441_turn_048,Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)
441_turn_049,thats_great (that's great)
441_turn_050,mhm (mhm)
441_turn_051,like_what (like what)
441_turn_052,self_change (what are some things you wish you could change about yourself)
441_turn_053,BF_describe (how would your best friend describe you)
441_turn_054,mhm (mhm)
441_turn_055,advice_back (what advice would you give to yourself ten or twenty years ago)
441_turn_056,Ellie17Dec2012_08 (what are you most proud of in your life)
441_turn_057,family_relationship (tell me about your relationship with your family)
441_turn_058,influence_positive (who's someone that's been a positive influence in your life)
441_turn_059,Ellie17Dec2012_07 (what would you say are some of your best qualities)
441_turn_060,good_hear (that's so good to hear)
443_turn_000,often_backB (how often do you go back to your hometown)
443_turn_001,okay_confirm (okay)
443_turn_002,like_about_LA (what are some things you really like about l_a)
443_turn_003,dont_like_LA (what are some things you don't really like about l_a)
443_turn_004,see_mean (i see what you mean)
443_turn_005,why2 (why)
443_turn_006,understand (i understand)
443_turn_007,dream_job (what's your dream job)
443_turn_008,okay_confirm (okay)
443_turn_009,shyoutgoing (do you consider yourself more shy or outgoing)
443_turn_010,why2 (why)
443_turn_011,okay_confirm (okay)
443_turn_012,thats_good (that's good)
443_turn_013,last_argument (when was the last time you argued with someone and what was it about)
443_turn_014,okay_confirm (okay)
443_turn_015,difficult (how hard is that)
443_turn_016,feelguilty (what's something you feel guilty about)
443_turn_017,memory_erase (tell me about an event or something that you wish you could erase from your memory)
443_turn_018,tell_about_that (can you tell me about that)
443_turn_019,hard_decision (how did you decide to do that)
443_turn_020,dream_job (what's your dream job)
443_turn_021,hard_decisionB (tell me about the hardest decision you've ever had to make)
443_turn_022,okay_confirm (okay)
443_turn_023,tell_about_that (can you tell me about that)
443_turn_024,influence_positive (who's someone that's been a positive influence in your life)
443_turn_025,okay_confirm (okay)
443_turn_026,sleep_affects (what are you like when you don't sleep well)
443_turn_027,tell_about_that (can you tell me about that)
443_turn_028,good_job (it can be tough to find a good job these days)
443_turn_029,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
443_turn_030,depression_diagnosed (have you been diagnosed with depression)
443_turn_031,happy_lasttime (tell me about the last time you felt really happy)
443_turn_032,sounds_interesting (that sounds interesting)
443_turn_033,okay_confirm (okay)
443_turn_034,cool3 (cool)
443_turn_035,Ellie17Dec2012_07 (what would you say are some of your best qualities)
443_turn_036,self_change (what are some things you wish you could change about yourself)
443_turn_037,feelbadly (tell me about a time when someone made you feel really badly about yourself)
443_turn_038,regret (is there anything you regret)
443_turn_039,give_example (can you give me an example of that)
443_turn_040,advice_back (what advice would you give to yourself ten or twenty years ago)
443_turn_041,mad_makeyou (what are some things that make you really mad)
443_turn_042,why2 (why)
443_turn_043,bouts_symptoms (when was the last time that happened)
444_turn_000,thats_good (that's good)
444_turn_001,where_originally (where are you from originally)
444_turn_002,really (really)
444_turn_003,when_LA (when did you move to l_a)
444_turn_004,often_backB (how often do you go back to your hometown)
444_turn_005,why2 (why)
444_turn_006,cool3 (cool)
444_turn_007,yeah_downer (yeah)
444_turn_008,thats_great (that's great)
444_turn_009,travel_shoes (i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot)
444_turn_010,wow (wow)
444_turn_011,travel_trips (i'd love to hear about one of your trips)
444_turn_012,awesome (awesome)
444_turn_013,change_directions (what made you decide to do that)
444_turn_014,happy_didthat (are you happy you did that)
444_turn_015,okay_confirm (okay)
444_turn_016,dream_job (what's your dream job)
444_turn_017,yeah_downer (yeah)
444_turn_018,yeah3 (yeah)
444_turn_019,okay_confirm (okay)
444_turn_020,control_temper (how are you at controlling your temper)
444_turn_021,landed_trouble (has that gotten you in trouble)
444_turn_022,symptoms_cope (how do you cope with them)
444_turn_023,difficult (how hard is that)
444_turn_024,mhm (mhm)
444_turn_025,situation_handled (tell me about a situation that you wish you had handled differently)
444_turn_026,wild_laughter3 ((laughter))
444_turn_027,hard_decisionB (tell me about the hardest decision you've ever had to make)
444_turn_028,aw (aw)
444_turn_029,thats_good (that's good)
444_turn_030,yeah3 (yeah)
444_turn_031,wild_laughter3 ((laughter))
444_turn_032,nice (nice)
444_turn_033,yeah2 (yeah)
444_turn_034,mhm (mhm)
444_turn_035,understand (i understand)
444_turn_036,feel_lately (how have you been feeling lately)
444_turn_037,yeah_downer (yeah)
444_turn_038,thats_good (that's good)
444_turn_039,depression_diagnosed (have you been diagnosed with depression)
444_turn_040,happy_lasttime (tell me about the last time you felt really happy)
444_turn_041,thats_great (that's great)
444_turn_042,uh_huh (uh huh)
444_turn_043,okay_confirm (okay)
444_turn_044,okay_confirm (okay)
444_turn_045,yeah_downer (yeah)
444_turn_046,mhm (mhm)
444_turn_047,good_hear (that's so good to hear)
445_turn_000,really (really)
445_turn_001,dont_like_LA (what are some things you don't really like about l_a)
445_turn_002,see_mean (i see what you mean)
445_turn_003,travel_trips (i'd love to hear about one of your trips)
445_turn_004,awesome (awesome)
445_turn_005,wow (wow)
445_turn_006,study (what did you study at school)
445_turn_007,hard_decision (how did you decide to do that)
445_turn_008,cool3 (cool)
445_turn_009,thats_great (that's great)
445_turn_010,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
445_turn_011,aw (aw)
445_turn_012,last_argument (when was the last time you argued with someone and what was it about)
445_turn_013,that_sucks (that sucks)
445_turn_014,situation_handled (tell me about a situation that you wish you had handled differently)
445_turn_015,mhm (mhm)
445_turn_016,good_hear (that's so good to hear)
445_turn_017,Ellie17Dec2012_06 (wow)
445_turn_018,symptoms_cope (how do you cope with them)
445_turn_019,thats_good (that's good)
445_turn_020,tell_about_that (can you tell me about that)
445_turn_021,understand (i understand)
445_turn_022,trigger (are they triggered by something)
445_turn_023,feel_lately (how have you been feeling lately)
445_turn_024,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
445_turn_025,okay_confirm (okay)
445_turn_026,depression_diagnosed (have you been diagnosed with depression)
445_turn_027,happy_lasttime (tell me about the last time you felt really happy)
445_turn_028,thats_great (that's great)
445_turn_029,BF_describe (how would your best friend describe you)
445_turn_030,self_change (what are some things you wish you could change about yourself)
445_turn_031,feelbadly (tell me about a time when someone made you feel really badly about yourself)
445_turn_032,isee_downer (i see)
445_turn_033,regret (is there anything you regret)
445_turn_034,advice_back (what advice would you give to yourself ten or twenty years ago)
445_turn_035,okay_confirm (okay)
445_turn_036,okay_confirm (okay)
445_turn_037,good_job (it can be tough to find a good job these days)
445_turn_038,Ellie17Dec2012_08 (what are you most proud of in your life)
445_turn_039,asked_everything (okay i think i have asked everything i need to)
446_turn_000,great_thanks (i'm great thanks)
446_turn_001,mhm (mhm)
446_turn_002,see_mean (i see what you mean)
446_turn_003,travel_changed (what do you enjoy about traveling)
446_turn_004,travel_trips (i'd love to hear about one of your trips)
446_turn_005,cool3 (cool)
446_turn_006,great_situation (that sounds like a great situation)
446_turn_007,sounds_interesting (that sounds interesting)
446_turn_008,still_working_on_X (are you still working in that)
446_turn_009,wow (wow)
446_turn_010,why2 (why)
446_turn_011,thats_great (that's great)
446_turn_012,understand (i understand)
446_turn_013,okay_confirm (okay)
446_turn_014,uh_huh (uh huh)
446_turn_015,mhm (mhm)
446_turn_016,describe_felt (how did you feel in that moment)
446_turn_017,yeah_downer (yeah)
446_turn_018,okay_confirm (okay)
446_turn_019,symptoms_cope (how do you cope with them)
446_turn_020,aw (aw)
446_turn_021,parent_differences (what are some ways that you're different as a parent than your parents)
446_turn_022,yeah2 (yeah)
446_turn_023,makes_sense (that makes sense)
446_turn_024,feel_lately (how have you been feeling lately)
446_turn_025,okay_confirm (okay)
446_turn_026,depression_diagnosed (have you been diagnosed with depression)
446_turn_027,happy_lasttime (tell me about the last time you felt really happy)
446_turn_028,thats_great (that's great)
446_turn_029,self_change (what are some things you wish you could change about yourself)
446_turn_030,regret (is there anything you regret)
446_turn_031,mhm (mhm)
446_turn_032,Ellie17Dec2012_08 (what are you most proud of in your life)
446_turn_033,asked_everything (okay i think i have asked everything i need to)
446_turn_034,bye (goodbye)
447_turn_000,okay_confirm (okay)
447_turn_001,thats_good (that's good)
447_turn_002,where_originally (where are you from originally)
447_turn_003,really (really)
447_turn_004,dont_like_LA (what are some things you don't really like about l_a)
447_turn_005,yeah_downer (yeah)
447_turn_006,wow (wow)
447_turn_007,travel_trips (i'd love to hear about one of your trips)
447_turn_008,wild_laughter3 ((laughter))
447_turn_009,nice (nice)
447_turn_010,change_directions (what made you decide to do that)
447_turn_011,dream_job (what's your dream job)
447_turn_012,wild_laughter3 ((laughter))
447_turn_013,shyoutgoing (do you consider yourself more shy or outgoing)
447_turn_014,thats_great (that's great)
447_turn_015,control_temper (how are you at controlling your temper)
447_turn_016,landed_trouble (has that gotten you in trouble)
447_turn_017,okay_confirm (okay)
447_turn_018,situation_handled (tell me about a situation that you wish you had handled differently)
447_turn_019,hard_decisionB (tell me about the hardest decision you've ever had to make)
447_turn_020,okay_confirm (okay)
447_turn_021,tell_about_that (can you tell me about that)
447_turn_022,Ellie17Dec2012_03 (that's good)
447_turn_023,easy_sleep (how easy is it for you to get a good night's sleep)
447_turn_024,sleep_affects (what are you like when you don't sleep well)
447_turn_025,feel_lately (how have you been feeling lately)
447_turn_026,tell_about_that (can you tell me about that)
447_turn_027,yeah_downer (yeah)
447_turn_028,difficult (how hard is that)
447_turn_029,isee_downer (i see)
447_turn_030,depression_diagnosed (have you been diagnosed with depression)
447_turn_031,happy_lasttime (tell me about the last time you felt really happy)
447_turn_032,okay_confirm (okay)
447_turn_033,nice (nice)
447_turn_034,mhm (mhm)
447_turn_035,self_change (what are some things you wish you could change about yourself)
447_turn_036,feelbadly (tell me about a time when someone made you feel really badly about yourself)
447_turn_037,okay_confirm (okay)
447_turn_038,memorableB (what's one of your most memorable experiences)
447_turn_039,oh_no (oh no)
447_turn_040,wild_laughter3 ((laughter))
447_turn_041,great_situation (that sounds like a great situation)
447_turn_042,mind (whatever comes to your mind)
447_turn_043,uh_huh (uh huh)
447_turn_044,okay_confirm (okay)
447_turn_045,thats_great (that's great)
448_turn_000,thats_good (that's good)
448_turn_001,cool3 (cool)
448_turn_002,hard_decision (how did you decide to do that)
448_turn_003,thats_great (that's great)
448_turn_004,understand (i understand)
448_turn_005,Ellie17Dec2012_03 (that's good)
448_turn_006,mhm (mhm)
448_turn_007,awesome (awesome)
448_turn_008,landed_trouble (has that gotten you in trouble)
448_turn_009,tell_about_that (can you tell me about that)
448_turn_010,yeah_downer (yeah)
448_turn_011,yeah_downer (yeah)
448_turn_012,uh_huh (uh huh)
448_turn_013,downer (okay)
448_turn_014,good_hear (that's so good to hear)
448_turn_015,hmm1 (hmm)
448_turn_016,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
448_turn_017,symptoms_cope (how do you cope with them)
448_turn_018,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
448_turn_019,depression_diagnosed (have you been diagnosed with depression)
448_turn_020,when_diagnosed (how long ago were you diagnosed)
448_turn_021,why_seek_help (what got you to seek help)
448_turn_022,therapy_going (do you still go to therapy now)
448_turn_023,okay_confirm (okay)
448_turn_024,makes_sense (that makes sense)
448_turn_025,wild_laughter3 ((laughter))
448_turn_026,mm (mm)
448_turn_027,okay_confirm (okay)
448_turn_028,advice_back (what advice would you give to yourself ten or twenty years ago)
448_turn_029,Ellie17Dec2012_08 (what are you most proud of in your life)
448_turn_030,asked_everything (okay i think i have asked everything i need to)
449_turn_000,thats_good (that's good)
449_turn_001,really (really)
449_turn_002,mhm (mhm)
449_turn_003,see_mean (i see what you mean)
449_turn_004,nice (nice)
449_turn_005,travel_trips (i'd love to hear about one of your trips)
449_turn_006,makes_sense (that makes sense)
449_turn_007,yeah3 (yeah)
449_turn_008,wild_laughter3 ((laughter))
449_turn_009,dream_job (what's your dream job)
449_turn_010,yeah3 (yeah)
449_turn_011,mhm (mhm)
449_turn_012,last_argument (when was the last time you argued with someone and what was it about)
449_turn_013,describe_felt (how did you feel in that moment)
449_turn_014,mm (mm)
449_turn_015,uh_huh (uh huh)
449_turn_016,thats_good (that's good)
449_turn_017,yeah_downer (yeah)
449_turn_018,parent_differences (what are some ways that you're different as a parent than your parents)
449_turn_019,hard_decisionB (tell me about the hardest decision you've ever had to make)
449_turn_020,change_directions (what made you decide to do that)
